episode_id,cell_line_id,step,action_type,gene,modality,observed_value,gene_true_rank,n_queries_so_far,cumulative_query_cost,cumulative_reward
0,ACH-000417,0,query,CPQ,cna,0.07282882951786776,7,1,0.02,-0.02
0,ACH-000417,1,query,TGOLN2,cna,0.12896642175106487,10,2,0.04,-0.04
0,ACH-000417,2,query,FAT1,cna,-0.09982020577687903,11,3,0.06,-0.06
0,ACH-000417,3,query,DIS3,cna,0.7254793775111372,2,4,0.08,-0.08
0,ACH-000417,4,query,PRL,cna,-0.04342430467626224,12,5,0.1,-0.1
0,ACH-000417,5,query,DXO,cna,0.08107685456433394,6,6,0.12000000000000001,-0.12000000000000001
0,ACH-000417,6,query,CTNNB1,cna,0.2887511692632837,3,7,0.14,-0.14
0,ACH-000417,7,query,ABCC10,cna,0.13486918672485862,5,8,0.16,-0.16
0,ACH-000417,8,query,ERCC3,cna,1.0020836076454354,1,9,0.18,-0.18
0,ACH-000417,9,select,ERCC3,,,1,9,0.18,0.7912048192702763
1,ACH-000552,0,query,AGAP1,cna,0.03757020940079943,5,1,0.02,-0.02
1,ACH-000552,1,query,TERT,cna,0.08132923217116854,9,2,0.04,-0.04
1,ACH-000552,2,query,TOP2B,cna,-0.00707424575510477,8,3,0.06,-0.06
1,ACH-000552,3,query,COL21A1,cna,-0.01966504328580763,7,4,0.08,-0.08
1,ACH-000552,4,query,ZNF680,cna,0.0532421425029511,15,5,0.1,-0.1
1,ACH-000552,5,query,SLC25A32,cna,0.008243546105368482,16,6,0.12000000000000001,-0.12000000000000001
1,ACH-000552,6,query,FLT3,cna,0.2944080934354802,6,7,0.14,-0.14
1,ACH-000552,7,query,IDH2,cna,0.029219243730538358,12,8,0.16,-0.16
1,ACH-000552,8,query,ARID2,cna,0.38044908037811864,3,9,0.18,-0.18
1,ACH-000552,9,query,KIF18A,cna,1.5207011005346889,1,10,0.19999999999999998,-0.19999999999999998
1,ACH-000552,10,select,KIF18A,,,1,10,0.19999999999999998,3.1760423938541424
2,ACH-000172,0,query,ZC3H4,cna,0.18390811532778983,3,1,0.02,-0.02
2,ACH-000172,1,query,AKT1,cna,0.08813506303898286,9,2,0.04,-0.04
2,ACH-000172,2,query,VWA5A,cna,-0.1770427579874279,16,3,0.06,-0.06
2,ACH-000172,3,query,TRIML2,cna,-0.07610916942742074,11,4,0.08,-0.08
2,ACH-000172,4,query,CHD4,cna,1.127694229437706,1,5,0.1,-0.1
2,ACH-000172,5,query,ZNF570,cna,-0.1353728826094942,6,6,0.12000000000000001,-0.12000000000000001
2,ACH-000172,6,query,MYD88,cna,-0.019733764786383598,4,7,0.14,-0.14
2,ACH-000172,7,query,ZNF823,cna,-0.052334654827349565,13,8,0.16,-0.16
2,ACH-000172,8,select,CHD4,,,1,8,0.16,1.073692748925548
3,ACH-000422,0,query,POT1,cna,0.4437384041128938,4,1,0.02,-0.02
3,ACH-000422,1,query,SAMD9L,cna,0.09299005362346174,15,2,0.04,-0.04
3,ACH-000422,2,query,VHL,cna,0.7667849825179609,2,3,0.06,-0.06
3,ACH-000422,3,query,MYBPC3,cna,0.08389071295215281,5,4,0.08,-0.08
3,ACH-000422,4,query,MYC,cna,1.9440744218759132,1,5,0.1,-0.1
3,ACH-000422,5,query,KCNT2,expression,-0.019888290311009332,11,6,0.12000000000000001,-0.12000000000000001
3,ACH-000422,6,query,VWA5A,expression,-0.18185579043850572,16,7,0.14,-0.14
3,ACH-000422,7,query,PON1,expression,0.12328869964517153,9,8,0.16,-0.16
3,ACH-000422,8,select,MYC,,,1,8,0.16,1.9244826507822121
4,ACH-000845,0,query,NEFM,cna,-0.08279285580345126,11,1,0.02,-0.02
4,ACH-000845,1,query,MORC2,cna,0.11450549342496023,10,2,0.04,-0.04
4,ACH-000845,2,query,CHD4,cna,1.1318217830474806,1,3,0.06,-0.06
4,ACH-000845,3,query,LEPR,cna,0.08259220382991148,13,4,0.08,-0.08
4,ACH-000845,4,query,KNSTRN,cna,0.004354742921629591,15,5,0.1,-0.1
4,ACH-000845,5,query,SMAD4,cna,0.050863460077091825,9,6,0.12000000000000001,-0.12000000000000001
4,ACH-000845,6,query,ILDR1,cna,-0.007737543749003484,8,7,0.14,-0.14
4,ACH-000845,7,query,H3C2,cna,0.13920604857469449,16,8,0.16,-0.16
4,ACH-000845,8,select,CHD4,,,1,8,0.16,0.6169531642632684
5,ACH-000444,0,query,SON,cna,0.9707585262351477,2,1,0.02,-0.02
5,ACH-000444,1,query,RNF152,cna,0.05965900310533164,3,2,0.04,-0.04
5,ACH-000444,2,query,SOX17,cna,-0.009104724895098518,9,3,0.06,-0.06
5,ACH-000444,3,query,CDKN2A,cna,-0.21752158869351462,16,4,0.08,-0.08
5,ACH-000444,4,query,SMAD4,cna,0.06029237888534746,7,5,0.1,-0.1
5,ACH-000444,5,query,KEAP1,cna,0.13972667333495245,15,6,0.12000000000000001,-0.12000000000000001
5,ACH-000444,6,query,DHPS,cna,0.9487832396515703,1,7,0.14,-0.14
5,ACH-000444,7,query,KMT2D,cna,0.44505338795352134,4,8,0.16,-0.16
5,ACH-000444,8,query,PAOX,cna,0.13720777899117664,14,9,0.18,-0.18
5,ACH-000444,9,query,ANK3,cna,0.05263476183706395,8,10,0.19999999999999998,-0.19999999999999998
5,ACH-000444,10,query,ABI1,cna,0.05075619101865114,10,11,0.21999999999999997,-0.21999999999999997
5,ACH-000444,11,query,HFM1,cna,0.020171265967146218,11,12,0.23999999999999996,-0.23999999999999996
5,ACH-000444,12,query,NRAS,cna,0.2507293933889761,6,13,0.25999999999999995,-0.25999999999999995
5,ACH-000444,13,select,SON,,,2,13,0.25999999999999995,0.7004640655212724
6,ACH-002055,0,query,C1orf141,cna,-0.04584327038195646,10,1,0.02,-0.02
6,ACH-002055,1,query,CD248,cna,0.0686584921447079,11,2,0.04,-0.04
6,ACH-002055,2,query,MUTYH,cna,0.06285808099049583,7,3,0.06,-0.06
6,ACH-002055,3,query,FAM83G,cna,0.04499887989596873,4,4,0.08,-0.08
6,ACH-002055,4,query,SMARCB1,cna,0.8607642330783596,2,5,0.1,-0.1
6,ACH-002055,5,query,DENND4C,cna,-0.01858047855232605,5,6,0.12000000000000001,-0.12000000000000001
6,ACH-002055,6,query,KIT,cna,0.05438540784124105,9,7,0.14,-0.14
6,ACH-002055,7,query,HSPB8,cna,-0.06524057358325315,12,8,0.16,-0.16
6,ACH-002055,8,query,ASXL3,cna,-0.08444971617135182,13,9,0.18,-0.18
6,ACH-002055,9,query,GP2,cna,-0.052927588676051754,6,10,0.19999999999999998,-0.19999999999999998
6,ACH-002055,10,query,PRKG1,cna,-0.016170261802097508,3,11,0.21999999999999997,-0.21999999999999997
6,ACH-002055,11,query,IQSEC2,cna,-0.049466315786201295,14,12,0.23999999999999996,-0.23999999999999996
6,ACH-002055,12,query,XPO1,cna,2.1394986848007713,1,13,0.25999999999999995,-0.25999999999999995
6,ACH-002055,13,select,XPO1,,,1,13,0.25999999999999995,2.1110568965495524
7,ACH-000302,0,query,SIX4,cna,0.03202260917074866,7,1,0.02,-0.02
7,ACH-000302,1,query,CEP44,cna,0.08844275807540515,12,2,0.04,-0.04
7,ACH-000302,2,query,PBRM1,cna,0.1274693466218062,6,3,0.06,-0.06
7,ACH-000302,3,query,SORCS3,cna,0.010368169371091557,8,4,0.08,-0.08
7,ACH-000302,4,query,PCBP1,cna,1.3482357219998289,2,5,0.1,-0.1
7,ACH-000302,5,query,SLC39A6,cna,0.0457495814857095,5,6,0.12000000000000001,-0.12000000000000001
7,ACH-000302,6,query,EIF1AX,cna,1.8466686195719828,1,7,0.14,-0.14
7,ACH-000302,7,query,RASA1,expression,-0.036095616847039845,14,8,0.16,-0.16
7,ACH-000302,8,query,SCG2,expression,0.022243924431675714,10,9,0.18,-0.18
7,ACH-000302,9,query,SMC5,expression,0.6765493926060823,3,10,0.19999999999999998,-0.19999999999999998
